Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MasVnrArea_not_missing,MasVnrArea_times_not_missing,GarageYrBlt_not_missing,GarageYrBlt_times_not_missing,LogLotArea,LogBsmtFinSF1,LogBsmtFinSF2,LogBsmtUnfSF,LogTotalBsmtSF,Log1stFlrSF,Log2ndFlrSF,LogLowQualFinSF,LogGrLivArea,LogGarageArea,LogWoodDeckSF,LogOpenPorchSF,LogEnclosedPorch,Log3SsnPorch,LogScreenPorch,LogPoolArea,LogMiscVal,LogSalePrice,LogMasVnrArea_times_not_missing
32,20,RL,8544,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,Missing,Attchd,1966.0,Unf,1,271,TA,TA,Y,0,65,0,0,0,0,Missing,MnPrv,Missing,0,6,2008,WD,Normal,149350,True,0.0,True,1966.0,9.053101595549691,0.0,0.0,7.113956109566034,7.113956109566034,7.113956109566034,0.0,0.0,7.113956109566034,5.605802066295998,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,11.914047823644255,0.0
33,20,RL,11049,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1234,0,0,1234,0,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2007.0,RFn,2,484,TA,TA,Y,0,30,0,0,0,0,Missing,Missing,Missing,0,1,2008,WD,Normal,179900,True,0.0,True,2007.0,9.3101857069459,0.0,0.0,7.118826249062078,7.118826249062078,7.118826249062078,0.0,0.0,7.118826249062078,6.184148890937483,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,12.100156419938624,0.0
34,20,RL,10552,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,Gd,Y,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0,38,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,165500,True,0.0,True,1959.0,9.26416545867109,6.926577033222725,0.0,5.942799375126701,7.243512974665482,7.438971592395862,0.0,0.0,7.438971592395862,6.104793232414985,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,12.016726473799254,0.0
35,120,RL,7313,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,1561,GasA,Ex,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,203,47,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD,Normal,277500,True,246.0,True,2005.0,8.897545598709327,7.050989447068045,0.0,6.013715156042802,7.3537223303996315,7.3537223303996315,0.0,0.0,7.3537223303996315,6.322565239927284,5.318119993844216,3.871201010907891,0.0,0.0,0.0,0.0,0.0,12.533576212168626,5.5093883366279774
36,60,RL,13418,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,1117,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,113,32,0,0,0,0,Missing,Missing,Missing,0,9,2006,WD,Normal,309000,True,132.0,True,2004.0,9.504426892100957,0.0,0.0,7.0192966537150445,7.0192966537150445,7.0326242610280065,7.186144304522325,0.0,7.8050670442584895,6.539585955617669,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,12.641096555879882,4.890349128221754
37,20,RL,10859,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,1097,GasA,Ex,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,TA,6,Typ,0,Missing,Attchd,1995.0,Unf,2,672,TA,TA,Y,392,64,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,145000,True,0.0,True,1995.0,9.292841593487926,0.0,0.0,7.001245622069476,7.001245622069476,7.001245622069476,0.0,0.0,7.001245622069476,6.511745329644728,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,0.0,11.884489021402711,0.0
38,20,RL,8532,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,153000,True,650.0,True,1954.0,9.051696278536586,7.101675971619444,0.0,4.442651256490317,7.168579897264035,7.168579897264035,0.0,0.0,7.168579897264035,6.212606095751519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.938193200374572,6.478509642208569
39,20,RL,7922,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,1057,GasA,TA,Y,SBrkr,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Typ,0,Missing,Detchd,1953.0,Unf,1,246,TA,TA,Y,0,52,0,0,0,0,Missing,Missing,Missing,0,1,2010,WD,Abnorml,109000,True,0.0,True,1953.0,8.977525200965243,6.595780513961311,0.0,5.7899601708972535,6.964135612418245,6.964135612418245,0.0,0.0,6.964135612418245,5.5093883366279774,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,11.59910316121128,0.0
40,90,RL,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Missing,Missing,Missing,Unf,0,Unf,0,0,0,GasA,TA,N,FuseP,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,Missing,Missing,0.0,Missing,0,0,Missing,Missing,N,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD,AdjLand,82000,True,0.0,False,0.0,8.706324840138741,0.0,0.0,0.0,0.0,7.050122520269059,0.0,0.0,7.050122520269059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.314474526246391,0.0
41,20,RL,8658,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0,138,0,0,0,0,Missing,GdWo,Missing,0,12,2006,WD,Abnorml,160000,True,101.0,True,1965.0,9.066354521447801,6.467698726104354,0.0,6.100318952020064,6.9930151229329605,7.1891677384203225,0.0,0.0,7.1891677384203225,6.089044875446846,0.0,4.9344739331306915,0.0,0.0,0.0,0.0,0.0,11.982929094215963,4.624972813284271
42,20,RL,16905,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,383,1350,GasA,Gd,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0,104,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,170000,True,0.0,True,1959.0,9.735423867488873,6.875232087276577,0.0,5.950642552587727,7.208600337960199,7.192182058713246,0.0,0.0,7.192182058713246,5.733341276897746,0.0,4.653960350157523,0.0,0.0,0.0,0.0,0.0,12.043553716032399,0.0
43,85,RL,9180,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,Gd,5,Typ,0,Missing,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,Missing,MnPrv,Missing,0,12,2007,WD,Normal,144000,True,0.0,True,1983.0,9.1248914101437,6.617402977974478,4.543294782270004,0.0,6.734591659972948,6.785587645007929,0.0,0.0,6.785587645007929,6.22455842927536,5.484796933490655,0.0,0.0,0.0,0.0,0.0,0.0,11.877568578558138,0.0
44,20,RL,9200,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2008,WD,Normal,130250,True,0.0,True,1977.0,9.127067452782361,5.638354669333745,6.198478716492308,5.123963979403259,6.844815479208263,6.844815479208263,0.0,0.0,6.844815479208263,5.733341276897746,4.983606621708336,0.0,0.0,0.0,0.0,0.0,0.0,11.777210959615614,0.0
45,20,RL,7945,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1150,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2006,WD,Normal,141000,True,0.0,True,1959.0,8.980423936374544,5.19295685089021,6.2285110035911835,6.144185634125646,7.048386408721883,7.048386408721883,0.0,0.0,7.048386408721883,5.707110264748875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.856515169360305,0.0
46,120,RL,7658,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,Missing,Missing,Missing,0,2,2010,WD,Normal,319900,True,412.0,True,2005.0,8.943636705909594,6.124683390894205,0.0,7.167809184316444,7.469083884921234,7.469083884921234,0.0,0.0,7.469083884921234,6.3578422665081,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,0.0,0.0,12.675763725937609,6.023447592961033
47,50,RL,12822,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,Missing,Missing,Missing,0,8,2009,WD,Abnorml,239686,True,0.0,True,2003.0,9.458995712459116,7.20934025660291,0.0,4.430816798843313,7.268920128193722,7.325807502595773,6.448889394146858,0.0,7.673223121121708,6.508769136971682,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,0.0,0.0,12.387085012375499,0.0
48,20,FV,11096,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,249700,True,0.0,True,2006.0,9.314430080500564,3.2188758248682006,0.0,7.398174092970465,7.4127640174265625,7.4127640174265625,0.0,0.0,7.4127640174265625,6.717804695023691,0.0,4.990432586778736,0.0,0.0,0.0,0.0,0.0,12.428015476267865,0.0
49,190,RM,4456,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,Typ,0,Missing,Missing,0.0,Missing,0,0,Missing,Missing,N,0,0,102,0,0,0,Missing,Missing,Missing,0,6,2009,New,Partial,113000,True,0.0,False,0.0,8.402231172946555,0.0,0.0,6.602587892189336,6.602587892189336,6.602587892189336,6.57507584059962,0.0,7.2813856635702825,0.0,0.0,0.0,4.634728988229636,0.0,0.0,0.0,0.0,11.635143097694478,0.0
50,20,RL,7742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,1,2007,WD,Normal,127000,True,0.0,True,1966.0,8.954544488386723,6.638567789166521,0.0,5.262690188904886,6.862757913051401,6.862757913051401,0.0,0.0,6.862757913051401,5.958424693029782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751942365440728,0.0
51,60,RL,13869,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,Missing,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,177000,True,0.0,True,1997.0,9.537483513308878,5.209486152841421,0.0,6.418364935936212,6.678342114654332,6.678342114654332,6.517671272912275,0.0,7.293697720601438,5.963579343618446,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,12.083905011555967,0.0
52,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,Missing,MnPrv,Shed,400,9,2006,WD,Normal,114500,True,0.0,True,1985.0,8.738895704934043,0.0,0.0,6.705639094860003,6.705639094860003,6.705639094860003,0.0,5.8888779583328805,7.0707241072602764,6.270988431858299,4.727387818712341,0.0,0.0,0.0,0.0,0.0,5.993961427306569,11.648330101976432,0.0
53,90,RM,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,Missing,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,110000,True,0.0,True,1963.0,9.044639916198465,4.653960350157523,6.569481420414296,0.0,6.705639094860003,6.705639094860003,0.0,0.0,6.705639094860003,6.248042874508429,4.672828834461906,0.0,0.0,0.0,0.0,0.0,0.0,11.608235644774552,0.0
54,20,RL,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,Missing,Missing,Missing,0,11,2006,WD,Normal,385000,True,0.0,True,1981.0,10.825203541055348,7.501634457883413,0.0,3.4965075614664802,7.519149957669823,7.519149957669823,0.0,0.0,7.519149957669823,6.796823718274855,6.754604099487962,4.290459441148391,0.0,0.0,0.0,0.0,0.0,12.86099861326992,0.0
55,80,RL,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,Missing,MnPrv,Missing,0,2,2007,WD,Normal,130000,True,0.0,True,1962.0,8.872767529910936,5.953243334287785,0.0,0.0,5.953243334287785,7.215975002651466,0.0,0.0,7.215975002651466,6.35088571671474,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,11.77528972943772,0.0
56,20,RL,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,Missing,Missing,Missing,0,7,2008,WD,Normal,180500,True,272.0,True,1964.0,9.227787285579904,6.19644412779452,0.0,6.841615476477592,7.262628600974241,7.262628600974241,0.0,0.0,7.262628600974241,6.3578422665081,0.0,0.0,0.0,6.0112671744041615,0.0,0.0,0.0,12.103486056755072,5.60947179518496
57,160,FV,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Abnorml,172500,True,456.0,True,1999.0,7.880804344674901,6.476972362889683,0.0,5.7745515455444085,6.878326468291325,6.891625897052253,6.6293632534374485,0.0,7.461640392208575,6.175867270105761,4.7535901911063645,0.0,0.0,0.0,0.0,0.0,0.0,12.058152515453552,6.124683390894205
58,60,RL,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Normal,196500,True,0.0,True,2004.0,9.362718052397065,0.0,0.0,6.7580945044277305,6.7580945044277305,6.7580945044277305,6.7580945044277305,0.0,7.450660796211539,6.338594078203183,0.0,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,12.188417710291453,0.0
59,60,RL,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,Missing,Missing,Missing,0,10,2006,New,Partial,438780,True,1031.0,True,2006.0,9.52390946537981,0.0,0.0,7.252053951852814,7.252053951852814,7.2633296174768365,7.326465613840322,0.0,7.988203597022576,6.464588303689961,5.262690188904886,0.0,3.6375861597263857,0.0,0.0,0.0,0.0,12.991753427493052,6.939253946041508
60,20,RL,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,Missing,MnPrv,Missing,0,1,2008,WD,Normal,124900,True,0.0,True,1973.0,8.881975184248867,6.450470422144176,0.0,5.003946305945459,6.660575149839686,6.660575149839686,0.0,0.0,6.660575149839686,5.8664680569332965,5.2832037287379885,0.0,0.0,0.0,0.0,0.0,0.0,11.73526869611367,0.0
61,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,Missing,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,Missing,Missing,Missing,0,5,2006,New,Partial,158000,True,0.0,True,2006.0,9.47830431356186,6.848005274576363,0.0,5.384495062789089,7.055312843339752,7.055312843339752,0.0,0.0,7.055312843339752,6.3578422665081,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,11.970350312009105,0.0
62,75,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,Missing,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,0,Missing,Missing,Missing,0,3,2007,WD,Normal,101000,True,0.0,True,1935.0,8.881975184248867,0.0,0.0,6.274762021241939,6.274762021241939,6.366470447731438,6.274762021241939,0.0,7.013915474810528,5.666426688112432,0.0,0.0,4.976733742420574,0.0,0.0,0.0,0.0,11.522875795823397,0.0
63,120,RL,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,Missing,Missing,Missing,0,10,2007,WD,Normal,202500,True,178.0,True,2006.0,8.770749549138642,3.2188758248682006,0.0,7.205635176410364,7.223295679562314,7.223295679562314,0.0,0.0,7.223295679562314,6.184148890937483,4.795790545596741,3.912023005428146,0.0,0.0,0.0,0.0,0.0,12.218495165528731,5.187385805840755
64,70,RM,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,Missing,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,Missing,GdPrv,Missing,0,4,2010,WD,Normal,140000,True,0.0,True,1990.0,9.239996256883693,0.0,0.0,6.3578422665081,6.3578422665081,6.805722553416985,6.695798917058491,0.0,7.444833273892193,6.175867270105761,2.5649493574615367,2.4849066497880004,4.174387269895637,0.0,0.0,0.0,0.0,11.84939770159144,0.0
65,60,RL,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,Missing,GdPrv,Missing,0,2,2009,WD,Normal,219500,True,573.0,True,1998.0,9.145908511816794,6.606650186198215,0.0,5.765191102784844,6.964135612418245,6.964135612418245,6.885509670034818,0.0,7.618251097876695,6.470799503782602,6.3578422665081,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,12.299107511497363,6.352629396319567
